,bank,bike,bike loan,business,business services,consumer,consumer durable,durable,durable loan,finance,financial,financial services,furniture,furniture loan,home,home loan,housing,housing finance,insurance,investor,loan,mobile,mobile loan,personal,personal loan,services,wheeler,wheeler loan
20,1.1539455097540454,0.0,0.0,0.0,0.0,1.1539455097540454,0.0,0.0,0.0,0.0,1.1539455097540454,0.0,0.0,0.0,1.1539455097540454,1.1539455097540454,1.1539455097540454,0.0,1.1539455097540454,1.1539455097540454,0.5903292388032573,1.1539455097540454,0.0,1.1539455097540454,1.1539455097540454,1.002007363005488,0.0,0.0
56,0.0,0.0,0.0,1.1659425293403072,0.0,0.0,0.0,0.0,0.0,1.0124247543449783,1.1659425293403072,1.1659425293403072,0.0,0.0,1.1659425293403072,0.0,1.1659425293403072,1.1659425293403072,1.1659425293403072,1.1659425293403072,0.596466609571982,1.1659425293403072,0.0,1.1659425293403072,0.0,1.0124247543449783,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,1.8345536312031967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8345536312031967,0.0,0.0,1.8345536312031967,0.0,1.8345536312031967,0.0,1.5930009092767852,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.598503402327175,0.0,0.0,1.598503402327175,0.0,1.598503402327175,0.0,0.0,0.0,0.0,1.598503402327175,0.0,0.0,0.0,1.598503402327175,0.0,0.0,0.0,1.598503402327175,0.0,0.8177537749779437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.0,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.8420164684343,0.0,0.0,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.0,0.0,0.0,0.0,0.0,0.4960711460040486,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.9696945938344343,0.0,0.9696945938344343,0.9696945938344343
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7332632111636919,0.0,0.0,0.0,0.0,1.9960844336961878,1.9960844336961878,0.0,0.0,0.0,1.9960844336961878,1.0211461411051004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1.0779475340353366,0.0,0.0,1.0779475340353366,0.0,0.0,0.0,0.0,0.0,0.9360159183488947,1.0779475340353366,0.0,0.0,0.0,1.0779475340353366,1.0779475340353366,0.0,0.0,1.0779475340353366,1.0779475340353366,0.5514506030467248,1.0779475340353366,0.0,1.0779475340353366,1.0779475340353366,0.9360159183488947,1.0779475340353366,1.0779475340353366
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.8839442991640076,0.0,0.0,1.8839442991640076,0.0,0.0,0.0,0.0,0.0,1.6358883875347838,1.8839442991640076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6358883875347838,0.0,0.0
